brand,model,ram_gb,storage_gb,age_months,battery_health,condition,launch_price,price
IQOO,Neo 10 Pro,12,256,2,99,Excellent,42999,39200.0
IQOO,Neo 10 Pro,16,512,5,96,Excellent,49999,45200.0
IQOO,Z7 Pro,8,128,10,91,Good,24999,18200.0
IQOO,Z7 Pro,8,256,14,86,Good,27999,19400.0
IQOO,Z7,6,128,16,84,Good,19999,13800.0
IQOO,Z7,8,128,20,79,Fair,21999,14200.0
IQOO,Z6 Pro,6,128,24,76,Fair,23999,12400.0
IQOO,Z6 Pro,8,128,18,82,Good,25999,14800.0
IQOO,Z6 Lite,4,64,26,74,Fair,15999,8900.0
IQOO,Z6 Lite,6,128,20,80,Good,17999,10800.0
IQOO,Z5,8,128,30,72,Fair,23999,11800.0
IQOO,Z5,12,256,24,78,Good,26999,14600.0
Nothing,CMF Phone 2,8,256,1,99,Excellent,46208,44922.0
OnePlus,OnePlus 9R,12,256,43,76,Fair,61008,11127.0
Apple,iPhone SE 2022,4,256,31,72,Good,79408,22743.0
Realme,12 Pro+,8,256,31,83,Excellent,36208,13283.0
Apple,iPhone 11 Pro,4,64,35,68,Good,75952,17198.0
Apple,iPhone 17 Plus,8,256,18,90,Good,84208,46108.0
Apple,iPhone 15,6,256,46,63,Fair,81808,12369.0
Motorola,Edge 50 Pro,8,256,37,71,Good,36208,7727.0
Vivo,V27,8,128,31,80,Good,39904,12699.0
Realme,GT 6T,12,512,31,83,Good,45616,15061.0
Nokia,G21,6,128,2,98,Excellent,27504,25983.0
Motorola,G54,8,128,12,90,Good,33904,21530.0
OnePlus,OnePlus Nord CE 2,6,128,32,82,Good,51504,16116.0
Oppo,F25 Pro,8,256,22,85,Good,42208,19502.0
Apple,iPhone 17 Pro Max,12,512,3,97,Excellent,93616,85903.0
Xiaomi,Redmi 11 Prime,6,128,12,91,Good,34504,22154.0
Xiaomi,Xiaomi Pad 5,6,128,38,74,Good,34504,7261.0
Oppo,F25 Pro,8,128,11,94,Good,39904,27074.0
Apple,iPhone 11 Pro,4,256,26,83,Good,79408,31557.0
OnePlus,OnePlus Nord 3,8,128,19,84,Good,53904,26814.0
Motorola,Razr 50,8,256,11,91,Good,36208,23782.0
Apple,iPhone 15,6,512,42,73,Fair,86416,15140.0
Apple,iPhone 13,4,512,36,67,Poor,84016,13473.0
Nothing,CMF Phone 1,8,256,11,92,Excellent,46208,34094.0
Xiaomi,Redmi Note 11 Pro+,8,128,12,89,Good,36904,23175.0
Oppo,Find N3,12,512,26,83,Good,51616,20512.0
Vivo,X90 Pro,12,512,48,58,Poor,51616,6107.0
Motorola,Edge 30 Fusion,12,256,14,93,Excellent,41008,28526.0
Xiaomi,Poco F4,6,128,40,63,Fair,34504,5217.0
Xiaomi,Redmi Note 13 Pro+,12,256,41,75,Good,44008,8911.0
Realme,11x,6,128,1,99,Good,31504,27564.0
Vivo,Y36,8,128,32,71,Fair,39904,9610.0
Xiaomi,Xiaomi 12 Pro,12,512,5,95,Excellent,48616,42028.0
OnePlus,OnePlus Nord 3,8,128,29,77,Fair,53904,15871.0
Vivo,X90 Pro,12,256,43,73,Good,47008,9265.0
Motorola,G52,6,128,48,58,Fair,31504,4385.0
Google,Pixel 9 Pro XL,16,512,48,62,Poor,88416,11182.0
Apple,iPhone 12 Mini,4,64,12,92,Excellent,75952,54782.0
Realme,GT 5 Pro,16,512,12,91,Good,50416,32371.0
Apple,iPhone 15,6,256,16,85,Good,81808,44559.0
Xiaomi,Redmi Note 12 5G,4,128,32,77,Good,32104,9433.0
Apple,iPhone 11,4,256,43,75,Fair,79408,14293.0
Realme,P1,6,128,47,70,Fair,31504,5292.0
Apple,iPhone 14 Pro Max,6,1024,29,83,Good,95632,34146.0
Apple,iPhone 14 Plus,6,512,42,81,Excellent,86416,20999.0
Xiaomi,Redmi Note 12 Pro+,12,256,47,59,Fair,44008,6231.0
OnePlus,Open,16,512,44,74,Fair,70416,12505.0
Xiaomi,Redmi Note 11 Pro+,6,128,7,95,Excellent,34504,28648.0
Oppo,Reno 10 Pro,12,256,12,93,Good,47008,30847.0
Vivo,X90,8,128,45,73,Good,39904,7865.0
Samsung,Galaxy A35,8,256,19,82,Good,69208,33607.0
IQOO,Z6 Pro,6,128,45,72,Good,42504,8262.0
Realme,GT Neo 3T,6,128,42,61,Fair,31504,4612.0
Google,Pixel 9 Pro XL,16,512,38,72,Good,88416,18104.0
Apple,iPhone 17 Pro Max,12,256,45,71,Good,89008,17062.0
Vivo,X100 Pro,16,256,27,81,Good,51808,19412.0
Apple,iPhone 17 Pro Max,12,256,33,83,Excellent,89008,29993.0
Apple,iPhone 15 Pro,8,512,47,77,Fair,88816,16413.0
OnePlus,OnePlus 8 Pro,12,256,42,71,Fair,61008,10395.0
Nothing,Phone 3a,8,128,19,87,Excellent,43904,25133.0
Motorola,Edge 30 Ultra,8,128,2,98,Good,33904,28826.0
Realme,P1,6,128,23,79,Good,31504,13126.0
Nothing,Phone 1,8,128,17,86,Good,43904,23583.0
Xiaomi,Redmi Note 12 Pro,8,256,24,85,Excellent,39208,18929.0
Samsung,Galaxy Note 20 Ultra,12,256,8,94,Excellent,74008,59549.0
Oppo,F23,8,256,22,84,Excellent,42208,21414.0
Apple,iPhone 12 Mini,4,256,9,93,Excellent,79408,61885.0
Apple,iPhone SE 2022,4,128,7,94,Good,77104,57011.0
Vivo,T2 Pro,8,128,32,78,Fair,39904,10557.0
OnePlus,OnePlus 9 Pro,12,256,24,82,Good,61008,25573.0
Vivo,V27 Pro,8,256,10,93,Excellent,42208,32187.0
Apple,iPhone 17 Plus,8,256,27,76,Good,84208,29605.0
Xiaomi,Poco X5 Pro,8,256,23,78,Fair,39208,14336.0
Oppo,Reno 11 Pro,12,256,13,90,Good,47008,29166.0
OnePlus,12R,16,256,42,60,Fair,65808,9476.0
Motorola,Razr 40 Ultra,8,256,24,87,Good,36208,16103.0
Apple,iPhone 14,6,512,33,83,Good,86416,26208.0
Xiaomi,Redmi Note 12 5G,8,256,2,98,Excellent,39208,37040.0
Realme,13 Pro,8,256,8,92,Good,36208,25663.0
Xiaomi,Redmi Note 10 Pro,6,128,1,99,Excellent,34504,33544.0
Vivo,Y56,8,128,8,94,Good,39904,28897.0
Realme,13 Pro,8,128,13,90,Good,33904,21036.0
Apple,iPhone XR,3,64,23,89,Good,74752,35087.0
Nokia,G21,3,64,34,84,Good,22752,6673.0
Vivo,V30 Pro,12,512,33,79,Good,51616,14899.0
Realme,12 Pro+,8,128,31,78,Good,33904,10519.0
Samsung,Galaxy S24+,12,512,4,97,Excellent,78616,70766.0
Apple,iPhone 17 Plus,8,256,19,90,Good,84208,44881.0
Xiaomi,Redmi 12,4,128,4,97,Excellent,32104,28898.0
Vivo,X100 Pro,16,1024,3,97,Excellent,65632,60225.0
Apple,iPhone 14 Pro Max,6,128,25,79,Good,79504,31090.0
Xiaomi,Redmi 13C,6,128,13,89,Excellent,34504,23522.0
Nothing,Phone 1,8,128,40,64,Poor,43904,5732.0
OnePlus,OnePlus Nord CE 3 Lite,8,256,42,78,Good,56208,11837.0
Vivo,T2 Pro,8,128,47,73,Good,39904,7865.0
Nothing,CMF Phone 1,8,128,23,84,Good,43904,19450.0
Xiaomi,Redmi Note 11 Pro,6,128,46,66,Poor,34504,4645.0
Apple,iPhone 13 Pro,6,128,47,69,Fair,79504,13165.0
Motorola,G84,8,256,24,82,Good,36208,15177.0
Xiaomi,14,12,256,48,58,Poor,44008,5207.0
Motorola,Edge 40,8,256,25,88,Good,36208,15772.0
Nothing,Phone 1,8,128,6,95,Excellent,43904,37204.0
Xiaomi,Redmi Note 13 Pro,8,128,13,93,Excellent,36904,26289.0
Xiaomi,Poco F4,12,256,1,99,Excellent,44008,42783.0
OnePlus,OnePlus Nord 2T,12,256,21,90,Excellent,61008,34152.0
Apple,iPhone 14 Plus,6,128,1,99,Excellent,79504,77292.0
Samsung,Galaxy S24,8,128,48,71,Good,66904,12825.0
Xiaomi,Redmi Note 11 Pro,6,128,38,70,Good,34504,6869.0
Apple,iPhone 11,4,64,8,93,Good,75952,54417.0
Nothing,Phone 2,12,256,44,65,Fair,51008,7957.0
OnePlus,OnePlus Nord CE 2,6,128,47,69,Good,51504,9595.0
Xiaomi,Poco F4,8,128,28,84,Good,36904,13838.0
Samsung,Galaxy S22 Ultra,12,512,4,97,Excellent,78616,70766.0
Realme,GT 2 Pro,12,256,26,77,Good,41008,15118.0
Realme,11 Pro,8,256,44,74,Good,36208,7234.0
Vivo,Y22,6,128,30,85,Good,37504,13197.0
Vivo,Y56,4,128,3,98,Excellent,35104,32544.0
Realme,Narzo 60 Pro,8,128,44,70,Fair,33904,5695.0
Apple,iPhone 13,4,256,20,84,Excellent,79408,42689.0
Realme,C55,8,128,5,97,Excellent,33904,29927.0
OnePlus,OnePlus Nord CE 2 Lite,6,128,34,70,Fair,51504,11190.0
Google,Pixel 8 Pro,12,128,11,94,Excellent,76704,57825.0
Nothing,Phone 2a,8,256,9,92,Excellent,46208,35624.0
Nothing,Phone 1,12,256,47,72,Good,51008,9915.0
Realme,Narzo 70 Pro,8,128,21,87,Good,33904,16512.0
Apple,iPhone 14 Pro,6,512,41,61,Poor,86416,10753.0
Realme,GT 2 Pro,12,256,47,58,Fair,41008,5708.0
Samsung,Galaxy Note 20 Ultra,12,256,47,62,Fair,74008,11012.0
Xiaomi,Xiaomi 11T Pro,8,256,21,80,Good,39208,17558.0
Apple,iPhone 14,6,512,41,72,Good,86416,16799.0
IQOO,Neo 7 Pro,8,128,30,72,Good,44904,13384.0
IQOO,Z9,8,128,1,99,Good,44904,39289.0
Realme,C55,6,64,26,77,Fair,30352,9946.0
Xiaomi,Poco F5,8,256,19,83,Good,39208,19271.0
Apple,iPhone XS,4,512,31,71,Fair,84016,21092.0
Xiaomi,Redmi Note 12 Pro+,12,256,23,79,Good,44008,18335.0
Nokia,G42 5G,6,128,22,82,Good,27504,12259.0
Nothing,Phone 3,16,512,12,90,Good,60416,38366.0
Realme,C55,6,64,3,98,Excellent,30352,28138.0
Apple,iPhone 16,8,256,32,70,Good,84208,22493.0
Apple,iPhone 16 Pro,8,256,34,69,Fair,84208,18035.0
Apple,iPhone 14 Plus,6,128,31,80,Excellent,79504,28112.0
Xiaomi,Redmi 12,4,128,45,71,Fair,32104,5470.0
Nothing,Phone 3a Pro,12,256,39,78,Good,51008,10742.0
OnePlus,Nord CE 4,8,256,6,96,Good,56208,43318.0
OnePlus,11R,16,256,6,95,Good,65808,50189.0
Apple,iPhone 15,6,128,16,91,Good,79504,46361.0
OnePlus,OnePlus Nord CE 3,8,256,13,88,Good,56208,34099.0
Samsung,Galaxy S24+,12,256,40,67,Poor,74008,10115.0
Xiaomi,Poco M5,6,128,8,92,Good,34504,24455.0
Realme,GT Neo 3,12,256,41,63,Fair,41008,6200.0
Samsung,Galaxy S23 FE,8,128,45,65,Poor,66904,8871.0
Nothing,Phone 1,8,256,14,93,Good,46208,28929.0
Apple,iPhone 12 Pro Max,6,512,1,99,Excellent,86416,84011.0
Apple,iPhone 13,4,512,15,88,Good,84016,48574.0
Nokia,G21,6,128,9,91,Good,27504,18876.0
Motorola,G84,8,256,20,82,Good,36208,17101.0
Vivo,Y28,6,128,41,71,Good,37504,7189.0
Xiaomi,Poco F4,6,128,19,85,Good,34504,17368.0
Samsung,Galaxy Z Flip 5,8,512,12,90,Good,73816,46876.0
Xiaomi,Poco M6 Pro,8,256,6,96,Good,39208,30217.0
OnePlus,Nord CE 4,8,128,25,80,Excellent,53904,23717.0
OnePlus,OnePlus 9,8,128,32,80,Good,53904,16455.0
Apple,iPhone SE 2022,4,128,16,88,Excellent,77104,48310.0
Vivo,V27 Pro,8,128,12,92,Excellent,39904,28781.0
Vivo,X100 Pro,12,256,27,85,Good,47008,18484.0
OnePlus,12,12,256,21,90,Good,61008,30737.0
Vivo,V27,12,256,40,80,Good,47008,10153.0
Xiaomi,Redmi 13C,8,256,10,95,Excellent,39208,30543.0
OnePlus,11R,16,256,28,86,Good,65808,25263.0
Apple,iPhone 13 Pro Max,6,1024,23,86,Good,95632,43375.0
IQOO,11,8,256,28,73,Fair,47208,13674.0
Apple,iPhone 13 Pro,6,512,11,94,Good,86416,58632.0
Nokia,G21,4,128,40,63,Fair,25104,3795.0
Samsung,Galaxy M55,8,256,25,78,Good,69208,26721.0
Nokia,G21,3,64,34,81,Excellent,22752,7150.0
Apple,iPhone X,3,64,38,77,Good,74752,16369.0
Apple,iPhone XS Max,4,512,12,90,Good,84016,53353.0
Apple,iPhone 16,8,512,34,76,Good,88816,23571.0
Xiaomi,Poco M5,6,128,11,91,Excellent,34504,25181.0
Xiaomi,Redmi Note 12 5G,6,128,20,81,Good,34504,16098.0
Apple,iPhone 13 Pro Max,6,128,39,72,Good,79504,15455.0
Apple,iPhone 16 Plus,8,256,22,87,Good,84208,39824.0
Oppo,Find X7 Ultra,12,256,5,96,Good,47008,36959.0
Realme,13 Pro+,8,256,46,76,Fair,36208,6604.0
Apple,iPhone 14 Plus,6,512,14,92,Excellent,86416,59468.0
Apple,iPhone 17 Pro,12,512,9,93,Excellent,93616,72958.0
Oppo,A3 Pro,8,256,5,95,Excellent,42208,36488.0
Vivo,Y200,8,256,24,77,Fair,42208,14768.0
Xiaomi,Poco F6,12,256,31,75,Good,44008,13129.0
OnePlus,11,16,256,45,59,Fair,65808,9318.0
Xiaomi,Xiaomi Pad 5,6,256,8,92,Excellent,36808,28987.0
Vivo,V30 Pro,12,512,32,74,Fair,51616,12956.0
Motorola,G54,8,128,13,88,Good,33904,20568.0
Xiaomi,Xiaomi 12 Pro,8,256,44,76,Fair,39208,7151.0
Realme,P1,6,128,11,95,Good,31504,21602.0
Xiaomi,Poco M6 Pro,12,256,40,62,Poor,44008,5566.0
Apple,iPhone 14 Plus,6,256,24,83,Excellent,81808,38567.0
Xiaomi,13 Pro,12,256,48,72,Fair,44008,7604.0
Realme,C55,8,128,21,82,Excellent,33904,17292.0
Xiaomi,Redmi 13C,4,128,42,78,Fair,32104,6009.0
OnePlus,11,16,256,24,77,Fair,65808,23025.0
Xiaomi,Poco F6,12,256,40,76,Good,44008,9030.0
Vivo,X100 Pro,16,1024,23,83,Good,65632,28729.0
Nothing,CMF Phone 1,8,256,13,88,Good,46208,28033.0
Vivo,V30 Pro,12,512,18,91,Excellent,51616,31752.0
Apple,iPhone 16 Pro Max,8,512,16,89,Good,88816,50652.0
Nokia,G42 5G,4,128,36,73,Fair,25104,5160.0
Apple,iPhone 13 Pro,6,128,3,98,Excellent,79504,73706.0
Xiaomi,Redmi Note 12 Pro+,8,256,3,97,Excellent,39208,35978.0
Xiaomi,Redmi Note 12 5G,8,256,44,72,Fair,39208,6775.0
Vivo,V27 Pro,8,128,37,70,Good,39904,8396.0
Apple,iPhone XR,3,256,23,80,Good,78208,32997.0
Apple,iPhone 15,6,256,9,91,Good,81808,56146.0
Apple,iPhone 17 Pro,12,512,4,97,Excellent,93616,84269.0
OnePlus,OnePlus 10 Pro,8,128,26,75,Fair,53904,17206.0
Realme,GT 2 Pro,12,256,26,79,Good,41008,15511.0
OnePlus,OnePlus Nord CE 2 Lite,8,128,30,77,Good,53904,17183.0
OnePlus,Nord CE 4,8,128,1,99,Excellent,53904,52404.0
Realme,C67,8,128,7,94,Excellent,33904,27854.0
Xiaomi,Redmi Note 12,4,128,46,62,Poor,32104,4060.0
Apple,iPhone X,3,256,25,88,Good,78208,34067.0
Xiaomi,14 Ultra,16,1024,12,90,Good,62632,39773.0
Apple,iPhone 11,4,64,41,70,Fair,75952,12759.0
Apple,iPhone 17,8,512,40,81,Excellent,88816,21582.0
Xiaomi,Redmi Note 12 5G,6,128,24,78,Fair,34504,12229.0
Oppo,Find X7 Ultra,16,512,25,78,Good,56416,21782.0
Apple,iPhone XR,3,64,18,86,Excellent,74752,43457.0
Realme,11x,8,128,19,87,Good,33904,17467.0
OnePlus,12R,8,128,40,79,Fair,53904,10220.0
Oppo,Find X6 Pro,12,256,33,77,Fair,47008,11756.0
Apple,iPhone 15,6,512,33,78,Fair,86416,21892.0
IQOO,Neo 7,8,128,30,79,Fair,44904,13054.0
OnePlus,12,16,512,36,73,Good,70416,16284.0
Vivo,T2 Pro,8,256,21,87,Good,42208,20556.0
Motorola,G84,8,256,12,94,Good,36208,24015.0
Apple,iPhone XS,4,256,28,77,Good,79408,27294.0
Google,Pixel 9 Pro XL,16,256,18,90,Excellent,83808,50988.0
Apple,iPhone 14 Pro,6,128,45,72,Fair,79504,13738.0
Vivo,T2 Pro,8,256,12,93,Excellent,42208,30774.0
Motorola,Edge 40 Neo,12,256,13,88,Good,41008,24878.0
Motorola,G54,12,256,9,95,Good,41008,29381.0
Motorola,G54,12,256,8,93,Excellent,41008,32645.0
Vivo,V29 Pro,12,256,3,97,Excellent,47008,43135.0
Realme,Narzo 60 Pro,12,256,20,87,Good,41008,20549.0
Apple,iPhone 14 Pro,6,256,48,71,Good,81808,15682.0
Oppo,F27 Pro+,8,256,32,76,Fair,42208,10880.0
Xiaomi,Redmi 12,4,128,9,94,Excellent,32104,25288.0
Oppo,Reno 10 Pro+,12,256,15,89,Good,47008,27486.0
Oppo,F23,8,256,39,63,Poor,42208,5424.0
Xiaomi,Poco X4 Pro,6,128,32,84,Good,34504,11060.0
Vivo,V25 Pro,8,128,16,91,Good,39904,23269.0
OnePlus,Nord CE 4,8,256,32,70,Fair,56208,13346.0
Motorola,Edge 40,8,256,31,85,Excellent,36208,13603.0
Apple,iPhone 12 Mini,4,128,28,73,Fair,77104,22334.0
Oppo,F25 Pro,8,256,40,73,Fair,42208,7394.0
Oppo,F27 Pro+,8,256,43,67,Poor,42208,5768.0
Xiaomi,Poco M5,4,64,39,64,Fair,30952,4754.0
Vivo,V30 Pro,8,256,19,86,Excellent,42208,23884.0
Apple,iPhone 13 Pro Max,6,256,3,97,Excellent,81808,75068.0
Apple,iPhone 13 Pro,6,256,6,95,Good,81808,62391.0
Xiaomi,Redmi 13C,6,128,42,69,Fair,34504,5713.0
Apple,iPhone 15 Pro,8,256,7,95,Excellent,84208,69917.0
OnePlus,OnePlus 9,8,128,17,86,Excellent,53904,32172.0
Vivo,Y22,4,64,34,71,Fair,33952,7482.0
Apple,iPhone 13 Pro,6,128,44,58,Poor,79504,9406.0
Apple,iPhone XR,3,128,21,87,Good,75904,36967.0
Apple,iPhone 14 Pro Max,6,256,46,66,Fair,81808,12958.0
IQOO,11 Legend,16,512,46,69,Fair,61416,10170.0
Samsung,Galaxy S23 Ultra,12,256,37,71,Fair,74008,14040.0
OnePlus,OnePlus Nord CE 3 Lite,8,256,41,74,Good,56208,11230.0
Samsung,Galaxy S22 Ultra,12,256,20,86,Good,74008,36660.0
Motorola,Edge 50 Pro,8,256,11,89,Excellent,36208,25844.0
Google,Pixel 9,12,256,9,94,Excellent,79008,62236.0
Apple,iPhone 16 Plus,8,128,37,76,Fair,81904,16632.0
Vivo,T1 Pro,6,128,3,98,Excellent,37504,34769.0
Xiaomi,Poco F6,8,256,34,78,Fair,39208,9492.0
Samsung,Galaxy S24,8,128,23,86,Good,66904,30345.0
Xiaomi,Redmi Note 12 5G,6,128,39,75,Good,34504,6987.0
Xiaomi,Poco F4,8,128,33,79,Fair,36904,9469.0
Apple,iPhone 12 Pro,6,256,6,95,Excellent,81808,69324.0
Vivo,Y36,8,128,26,75,Fair,39904,12737.0
Apple,iPhone 14 Pro Max,6,128,31,77,Good,79504,24352.0
Samsung,Galaxy S24+,12,512,11,91,Excellent,78616,57375.0
Apple,iPhone XR,3,64,22,86,Good,74752,34946.0
Apple,iPhone 11 Pro,4,512,19,85,Good,84016,42291.0
Realme,GT Neo 3T,6,128,4,97,Good,31504,25522.0
Oppo,Reno 11 Pro,12,256,38,74,Fair,47008,8793.0
Vivo,T2 Pro,8,128,48,64,Poor,39904,5209.0
Oppo,A78,8,128,41,76,Good,39904,8188.0
Realme,12 Pro+,8,256,6,95,Excellent,36208,30682.0
Apple,iPhone 17 Plus,8,256,5,97,Excellent,84208,74330.0
Samsung,Galaxy M55,8,256,27,77,Good,69208,24652.0
Nothing,Phone 3a Pro,12,256,15,88,Good,51008,29490.0
Apple,iPhone 11,4,64,6,94,Excellent,75952,63684.0
IQOO,11,16,256,33,69,Fair,56808,12731.0
Xiaomi,Redmi 11 Prime,6,128,43,80,Excellent,34504,8280.0
OnePlus,OnePlus Nord CE 2 Lite,8,128,5,96,Excellent,53904,47090.0
Vivo,Y100,8,256,33,77,Fair,42208,10556.0
Apple,iPhone 16 Pro Max,8,1024,18,88,Good,98032,52485.0
Oppo,A3 Pro,8,128,15,92,Good,39904,24119.0
Apple,iPhone 13 Pro,6,128,44,65,Poor,79504,10542.0
Google,Pixel 7a,8,128,14,89,Excellent,71904,47867.0
Oppo,Find N3,16,1024,38,71,Good,65632,13252.0
Realme,12+,8,256,6,94,Excellent,36208,30359.0
Apple,iPhone 12 Mini,4,128,22,86,Excellent,77104,40050.0
Vivo,V25 Pro,12,256,18,85,Good,47008,24309.0
IQOO,Z6 Lite,4,64,33,78,Fair,38952,9868.0
Vivo,Y56,4,128,12,90,Good,35104,22292.0
Vivo,V29 Pro,12,256,27,87,Good,47008,18918.0
Oppo,Find X7 Ultra,12,256,19,83,Good,47008,23105.0
Apple,iPhone 12 Pro Max,6,128,31,79,Fair,79504,22208.0
Realme,GT Neo 3,8,128,27,79,Good,33904,12390.0
Oppo,Find N3,16,1024,11,94,Excellent,65632,49478.0
OnePlus,OnePlus Nord CE 2 Lite,8,128,43,66,Fair,53904,8538.0
Vivo,V30 Pro,12,512,34,70,Good,51616,12617.0
OnePlus,OnePlus 9,8,128,25,84,Excellent,53904,24903.0
Xiaomi,Poco F5 Pro,12,512,45,62,Fair,48616,7234.0
OnePlus,OnePlus 8 Pro,8,128,19,82,Good,53904,26175.0
OnePlus,OnePlus Nord CE 3 Lite,8,256,11,90,Excellent,56208,40570.0
Xiaomi,Xiaomi 12 Pro,12,512,19,90,Good,48616,25911.0
IQOO,Neo 7,8,128,40,76,Good,44904,9214.0
Apple,iPhone 13 Pro Max,6,128,20,87,Good,79504,39841.0
Xiaomi,Redmi 13C,4,128,25,86,Good,32104,13666.0
Samsung,Galaxy Note 20 Ultra,12,256,41,73,Good,74008,14586.0
Apple,iPhone 17 Pro Max,12,512,37,77,Fair,93616,19260.0
Samsung,Galaxy S23 FE,8,128,35,77,Fair,66904,15248.0
Apple,iPhone 15 Plus,6,256,47,59,Poor,81808,9846.0
Vivo,V27 Pro,8,256,42,71,Fair,42208,7192.0
IQOO,Z9,8,256,2,98,Excellent,47208,44598.0
Apple,iPhone 15,6,256,7,96,Good,81808,61776.0
OnePlus,11,16,256,37,78,Good,65808,15429.0
Vivo,T1 Pro,8,128,17,90,Good,39904,22431.0
OnePlus,Nord 4,12,256,5,96,Excellent,61008,53296.0
IQOO,Z6 Pro,6,128,19,89,Good,42504,22402.0
Samsung,Galaxy A55,8,256,21,82,Excellent,69208,35298.0
Apple,iPhone 16 Plus,8,256,34,76,Good,84208,22348.0
Oppo,F23,8,256,17,92,Excellent,42208,26948.0
Nothing,CMF Phone 1,6,128,6,94,Good,41504,31320.0
Realme,C67,6,128,23,86,Good,31504,14289.0
OnePlus,OnePlus 9R,8,128,18,86,Good,53904,28203.0
Motorola,Edge 30 Ultra,8,128,43,74,Fair,33904,6021.0
Apple,iPhone 17,8,256,15,90,Good,84208,49792.0
Google,Pixel 8a,8,256,13,87,Good,74208,44508.0
Nokia,G42 5G,8,128,27,84,Good,29904,11620.0
Samsung,Galaxy S23 FE,8,128,12,88,Good,66904,41542.0
Xiaomi,Poco F4,12,256,2,98,Good,44008,37417.0
Oppo,Reno 10 Pro+,12,256,38,74,Fair,47008,8793.0
Realme,GT 2 Pro,8,128,40,81,Good,33904,7414.0
Xiaomi,Poco X6 Pro,12,512,44,62,Fair,48616,7234.0
OnePlus,OnePlus Open,16,512,35,77,Good,70416,18055.0
Motorola,Edge 30,8,128,15,90,Excellent,33904,22274.0
Oppo,Find X7 Ultra,16,1024,21,89,Excellent,65632,36332.0
Xiaomi,Poco M6 Pro,12,256,14,90,Good,44008,26663.0
OnePlus,OnePlus Nord CE 3,8,256,29,79,Fair,56208,16980.0
Xiaomi,Poco M5,4,64,44,68,Fair,30952,5051.0
Apple,iPhone 14 Plus,6,256,43,76,Fair,81808,14921.0
Apple,iPhone 16 Pro Max,8,256,14,87,Good,84208,49319.0
Apple,iPhone 12 Pro Max,6,512,42,73,Good,86416,17032.0
Nokia,G42 5G,4,128,37,69,Fair,25104,4628.0
Oppo,Find N3,12,512,9,91,Excellent,51616,39361.0
Nokia,G21,6,128,42,68,Fair,27504,4488.0
Apple,iPhone 12 Pro,6,256,44,63,Fair,81808,12369.0
OnePlus,OnePlus 8T,12,256,38,78,Good,61008,13533.0
OnePlus,OnePlus 9,12,256,12,93,Excellent,61008,44482.0
Realme,C55,6,64,12,92,Excellent,30352,21892.0
Oppo,Find X6 Pro,12,256,30,79,Good,47008,15374.0
Motorola,G84,8,256,15,87,Excellent,36208,22995.0
Apple,iPhone 17 Plus,8,512,23,88,Excellent,88816,45800.0
Xiaomi,Redmi 13C,8,256,33,75,Good,39208,10744.0
Xiaomi,Redmi 11 Prime,6,128,10,93,Excellent,34504,26312.0
IQOO,Z9,8,256,38,69,Good,47208,9263.0
Realme,GT 5 Pro,12,256,32,76,Good,41008,11892.0
Apple,iPhone 13 Pro,6,1024,28,78,Good,95632,33298.0
Xiaomi,Redmi 13C,6,128,31,84,Good,34504,11529.0
Google,Pixel 9 Pro XL,16,512,42,70,Fair,88416,14853.0
Apple,iPhone SE 2020,3,64,11,93,Excellent,74752,55754.0
Apple,iPhone 17 Pro,12,1024,9,94,Good,102832,72902.0
Oppo,Find X6 Pro,12,256,18,89,Good,47008,25453.0
Oppo,Reno 10 Pro,12,256,19,82,Excellent,47008,25363.0
Motorola,Edge 30 Fusion,12,256,11,89,Excellent,41008,29270.0
Vivo,T3,8,256,26,83,Good,42208,16773.0
Vivo,X80,8,128,23,81,Good,39904,17046.0
Realme,Narzo 60 Pro,8,128,45,66,Fair,33904,5370.0
Motorola,Razr 40 Ultra,8,256,25,82,Excellent,36208,16329.0
Samsung,Galaxy Z Fold 5,12,1024,33,78,Fair,87832,22251.0
Vivo,Y100,8,256,13,90,Good,42208,26188.0
Nothing,Phone 3,12,256,35,79,Fair,51008,11927.0
Realme,13 Pro,8,128,38,78,Good,33904,7520.0
Apple,iPhone 15 Pro Max,8,256,26,78,Good,84208,31448.0
Apple,iPhone 12,4,256,19,89,Good,79408,41852.0
OnePlus,OnePlus Nord CE 3,8,128,22,79,Good,53904,23148.0
Realme,Narzo 60 Pro,12,256,38,70,Fair,41008,7256.0
Samsung,Galaxy S24,8,128,2,98,Excellent,66904,63205.0
Vivo,V27,8,128,20,82,Good,39904,18847.0
Apple,iPhone 12 Mini,4,256,26,81,Excellent,79408,34218.0
Vivo,Y36,8,256,21,83,Good,42208,19611.0
Realme,12+,8,256,35,67,Fair,36208,7180.0
Oppo,F27 Pro+,8,256,44,62,Fair,42208,6280.0
Samsung,Galaxy S23 Ultra,12,256,26,81,Good,74008,28702.0
Realme,13 Pro,8,128,28,87,Good,33904,13167.0
Vivo,Y100,8,256,34,83,Good,42208,12233.0
Samsung,Galaxy S24 Ultra,12,512,41,68,Good,78616,14433.0
Apple,iPhone 14 Pro Max,6,512,35,83,Good,86416,23884.0
Apple,iPhone 15 Pro Max,8,256,2,98,Excellent,84208,79552.0
Vivo,X90,8,128,24,79,Fair,39904,14324.0
Motorola,Edge 50 Pro,8,256,28,81,Good,36208,13092.0
Google,Pixel 9,12,128,17,87,Good,76704,41681.0
Motorola,Edge 30 Fusion,8,128,28,84,Good,33904,12713.0
